,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39637,58,admin.,married,high.school,no,yes,no,cellular,may,wed,309,1,6,1,-1.8,93.876,-40.0,0.682,5008.7,1
16453,39,management,married,basic.9y,no,no,no,cellular,jul,wed,55,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0
37662,50,admin.,married,university.degree,no,no,no,cellular,aug,tue,587,2,999,1,-2.9,92.201,-31.4,0.859,5076.2,1
6836,25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,158,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
40014,60,management,married,university.degree,no,yes,yes,cellular,jul,thu,395,1,4,2,-1.7,94.215,-40.3,0.782,4991.6,1
11281,57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,69,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
35189,39,admin.,married,university.degree,no,yes,no,cellular,may,fri,175,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
13046,30,technician,single,professional.course,no,no,no,cellular,jul,tue,136,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
34869,23,admin.,single,high.school,no,yes,no,cellular,may,fri,236,4,999,1,-1.8,92.893,-46.2,1.25,5099.1,0
34945,25,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,72,2,999,1,-1.8,92.893,-46.2,1.25,5099.1,0
17083,27,technician,single,high.school,no,yes,no,cellular,jul,fri,784,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
26316,30,technician,married,university.degree,no,no,yes,cellular,nov,thu,180,1,999,1,-0.1,93.2,-42.0,4.076,5195.8,0
3445,40,blue-collar,single,basic.4y,unknown,no,no,telephone,may,thu,487,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0
27063,51,self-employed,married,university.degree,unknown,no,no,cellular,nov,fri,46,4,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
40664,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,-1.1,94.199,-37.5,0.88,4963.6,1
39724,76,retired,divorced,basic.4y,no,yes,no,cellular,may,mon,168,1,999,1,-1.8,93.876,-40.0,0.697,5008.7,1
5204,33,unemployed,married,basic.9y,no,yes,yes,telephone,may,fri,691,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
38063,47,management,married,university.degree,no,yes,no,cellular,sep,mon,323,1,3,2,-3.4,92.379,-29.8,0.771,5017.5,1
14248,24,self-employed,single,professional.course,no,yes,no,cellular,jul,mon,201,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0
7808,38,unemployed,married,basic.6y,no,no,no,telephone,jun,mon,947,4,999,0,1.4,94.465,-41.8,4.865,5228.1,1
27593,56,retired,married,basic.4y,no,no,no,cellular,nov,fri,163,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
19466,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,123,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
20011,58,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,72,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0
13792,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,1187,3,999,0,1.4,93.918,-42.7,4.963,5228.1,1
23723,44,admin.,married,university.degree,no,yes,no,cellular,aug,thu,460,4,999,0,1.4,93.444,-36.1,4.962,5228.1,0
2550,36,housemaid,married,high.school,no,no,no,telephone,may,tue,141,4,999,0,1.1,93.994,-36.4,4.856,5191.0,0
38709,34,technician,married,professional.course,no,yes,no,cellular,nov,tue,336,4,999,0,-3.4,92.649,-30.1,0.715,5017.5,1
20306,36,technician,single,professional.course,no,no,no,cellular,aug,mon,444,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1
41039,33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,297,5,999,0,-1.1,94.601,-49.5,1.032,4963.6,1
4522,27,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,tue,1063,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1
37352,57,admin.,married,university.degree,no,yes,no,cellular,aug,tue,149,1,999,1,-2.9,92.201,-31.4,0.883,5076.2,1
14695,34,management,married,high.school,no,yes,no,cellular,jul,tue,838,3,999,0,1.4,93.918,-42.7,4.961,5228.1,1
2245,35,admin.,married,high.school,no,yes,no,telephone,may,mon,81,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0
12878,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,730,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
38975,50,admin.,single,high.school,no,yes,no,telephone,dec,fri,705,2,999,0,-3.0,92.713,-33.0,0.718,5023.5,1
21426,42,management,married,high.school,no,yes,no,cellular,aug,tue,173,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
41027,37,services,married,high.school,no,yes,yes,cellular,oct,fri,608,2,12,2,-1.1,94.601,-49.5,1.029,4963.6,1
36709,30,technician,single,university.degree,no,yes,no,cellular,jun,fri,166,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,1
27830,28,self-employed,single,university.degree,no,yes,no,cellular,mar,fri,41,1,999,0,-1.8,92.843,-50.0,1.64,5099.1,0
38347,50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,447,1,8,2,-3.4,92.431,-26.9,0.739,5017.5,1
40398,47,admin.,married,high.school,no,no,no,cellular,aug,thu,374,2,16,1,-1.7,94.027,-38.3,0.904,4991.6,1
5284,32,self-employed,married,basic.9y,no,no,no,telephone,may,fri,101,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
10037,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,337,22,999,0,1.4,94.465,-41.8,4.958,5228.1,0
21941,38,management,married,high.school,no,no,no,cellular,aug,wed,171,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
39031,62,housemaid,married,professional.course,no,yes,no,cellular,dec,fri,141,2,999,0,-3.0,92.713,-33.0,0.714,5023.5,1
36033,33,admin.,married,university.degree,no,yes,no,cellular,may,tue,165,1,999,1,-1.8,92.893,-46.2,1.266,5099.1,1
37005,31,admin.,single,university.degree,no,yes,no,cellular,jul,mon,202,4,999,0,-2.9,92.469,-33.6,1.048,5076.2,1
3264,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,500,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1
9650,36,technician,married,high.school,no,no,no,telephone,jun,mon,940,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1
6605,50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,507,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1
31404,28,self-employed,single,university.degree,no,no,no,cellular,may,wed,554,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,1
19222,51,technician,married,high.school,unknown,unknown,unknown,cellular,aug,wed,637,1,999,0,1.4,93.444,-36.1,4.967,5228.1,1
15469,45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jul,fri,168,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
25336,34,management,married,university.degree,no,yes,yes,cellular,nov,tue,411,3,999,1,-0.1,93.2,-42.0,4.153,5195.8,0
35251,41,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,709,5,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
187,54,retired,married,high.school,unknown,no,no,telephone,may,mon,130,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
20300,30,technician,single,high.school,unknown,no,no,cellular,aug,mon,339,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0
30599,53,technician,married,professional.course,no,no,no,cellular,may,mon,206,3,999,0,-1.8,92.893,-46.2,1.354,5099.1,1
387,48,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,501,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0
17447,53,unemployed,married,basic.6y,unknown,no,no,cellular,jul,mon,273,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
21220,45,technician,married,professional.course,no,yes,no,cellular,aug,mon,95,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
29030,43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,307,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
40431,26,services,single,high.school,no,no,no,telephone,aug,mon,6,1,999,3,-1.7,94.027,-38.3,0.904,4991.6,0
6967,38,technician,divorced,professional.course,no,yes,no,telephone,may,thu,1093,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1
34838,35,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,676,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
34799,25,entrepreneur,single,university.degree,no,yes,no,cellular,may,thu,415,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
40229,45,management,married,university.degree,no,yes,no,cellular,jul,thu,138,2,6,2,-1.7,94.215,-40.3,0.884,4991.6,1
16737,42,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,430,4,999,0,1.4,93.918,-42.7,4.962,5228.1,1
32810,41,services,divorced,high.school,no,yes,no,cellular,may,mon,622,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0
4491,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,97,8,999,0,1.1,93.994,-36.4,4.856,5191.0,0
41034,33,services,single,high.school,no,yes,no,cellular,oct,mon,182,1,6,1,-1.1,94.601,-49.5,1.032,4963.6,1
37550,35,technician,married,professional.course,no,yes,no,cellular,aug,fri,225,1,999,0,-2.9,92.201,-31.4,0.869,5076.2,1
28734,20,student,single,high.school,no,yes,no,telephone,apr,thu,80,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0
11652,58,retired,married,professional.course,unknown,no,no,telephone,jun,fri,74,5,999,0,1.4,94.465,-41.8,4.959,5228.1,0
33221,38,entrepreneur,married,unknown,unknown,no,no,cellular,may,tue,1272,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
16072,35,services,single,high.school,unknown,yes,no,cellular,jul,tue,150,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
28285,27,technician,single,basic.9y,no,no,yes,cellular,apr,wed,335,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,0
5431,39,technician,married,professional.course,no,yes,no,telephone,may,fri,75,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0
27122,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,nov,fri,103,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
19097,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1
38661,58,management,married,basic.4y,no,yes,no,cellular,nov,wed,70,5,999,0,-3.4,92.649,-30.1,0.719,5017.5,0
21578,32,admin.,married,university.degree,no,yes,no,cellular,aug,tue,168,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
23367,54,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,511,3,999,0,1.4,93.444,-36.1,4.964,5228.1,0
2308,56,technician,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,272,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
25901,48,admin.,married,university.degree,no,no,no,cellular,nov,wed,128,7,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
32611,26,admin.,single,university.degree,no,yes,yes,cellular,may,mon,9,7,999,1,-1.8,92.893,-46.2,1.299,5099.1,0
4164,52,services,married,high.school,unknown,yes,no,telephone,may,mon,967,6,999,0,1.1,93.994,-36.4,4.858,5191.0,1
7814,60,management,married,university.degree,no,no,no,telephone,jun,mon,526,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1
19196,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,1357,3,999,0,1.4,93.444,-36.1,4.967,5228.1,1
37926,44,admin.,married,university.degree,no,yes,no,cellular,sep,thu,331,1,999,0,-3.4,92.379,-29.8,0.809,5017.5,1
18521,44,technician,married,professional.course,no,no,no,cellular,jul,thu,221,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0
37992,30,admin.,single,university.degree,no,no,no,cellular,sep,mon,199,6,999,0,-3.4,92.379,-29.8,0.797,5017.5,1
10597,38,management,married,high.school,unknown,yes,no,telephone,jun,tue,77,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
38189,43,management,single,university.degree,no,no,no,cellular,oct,tue,408,1,999,1,-3.4,92.431,-26.9,0.744,5017.5,0
2290,48,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,375,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
27853,33,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,187,1,999,0,-1.8,92.843,-50.0,1.614,5099.1,1
15384,29,technician,single,professional.course,no,yes,no,cellular,jul,fri,274,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0
27685,51,blue-collar,married,basic.4y,no,yes,yes,telephone,dec,mon,170,1,999,0,-0.2,92.756,-45.9,3.488,5176.3,0
5577,36,admin.,married,university.degree,no,no,no,telephone,may,mon,227,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
31463,33,technician,married,university.degree,no,no,no,cellular,may,wed,1489,3,999,0,-1.8,92.893,-46.2,1.334,5099.1,1
34002,29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1966,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
39445,49,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,218,2,999,3,-1.8,93.749,-34.6,0.644,5008.7,1
18507,37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,56,3,999,0,1.4,93.918,-42.7,4.968,5228.1,0
36566,61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,1076,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
39008,30,student,single,unknown,no,no,no,cellular,dec,wed,343,1,4,2,-3.0,92.713,-33.0,0.715,5023.5,1
19302,31,admin.,married,university.degree,no,yes,no,cellular,aug,wed,547,1,999,0,1.4,93.444,-36.1,4.967,5228.1,1
9624,57,retired,married,basic.4y,unknown,no,yes,telephone,jun,mon,302,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
39639,77,retired,married,university.degree,no,yes,no,cellular,may,wed,152,1,6,4,-1.8,93.876,-40.0,0.682,5008.7,1
3989,42,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,798,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0
29913,28,admin.,single,high.school,no,no,no,cellular,apr,mon,1333,5,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
27632,43,technician,married,university.degree,no,no,no,cellular,nov,fri,24,9,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
35827,32,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,1880,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,0
6272,52,admin.,divorced,university.degree,no,no,no,telephone,may,tue,136,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
35036,32,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,416,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
23971,53,management,married,university.degree,no,no,no,telephone,aug,fri,74,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
25481,38,technician,divorced,high.school,no,yes,no,telephone,nov,wed,137,4,999,1,-0.1,93.2,-42.0,4.12,5195.8,0
36991,30,admin.,married,university.degree,no,no,no,cellular,jul,fri,438,2,999,0,-2.9,92.469,-33.6,1.059,5076.2,1
9495,51,services,married,high.school,unknown,yes,no,telephone,jun,mon,81,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
5347,32,admin.,single,university.degree,no,no,no,telephone,may,fri,588,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1
17211,54,unemployed,married,high.school,unknown,yes,no,cellular,jul,fri,83,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0
30000,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,356,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,1
21892,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,360,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
32728,27,technician,single,basic.9y,no,no,yes,cellular,may,mon,701,1,12,1,-1.8,92.893,-46.2,1.299,5099.1,1
38333,38,admin.,married,university.degree,no,yes,no,cellular,oct,fri,131,2,8,1,-3.4,92.431,-26.9,0.739,5017.5,0
37057,28,unemployed,single,university.degree,no,unknown,unknown,telephone,jul,wed,167,1,999,0,-2.9,92.469,-33.6,1.029,5076.2,0
20707,33,technician,single,university.degree,no,yes,no,telephone,aug,wed,827,1,999,0,1.4,93.444,-36.1,4.965,5228.1,1
31503,45,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,1074,4,999,1,-1.8,92.893,-46.2,1.334,5099.1,1
6082,28,student,single,basic.9y,unknown,yes,yes,telephone,may,tue,68,5,999,0,1.1,93.994,-36.4,4.857,5191.0,0
2723,45,unknown,married,unknown,unknown,unknown,unknown,telephone,may,wed,179,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0
1265,39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,124,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
7172,49,admin.,single,unknown,unknown,yes,no,telephone,may,thu,122,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0
40610,30,admin.,single,high.school,no,no,no,cellular,sep,fri,219,3,6,1,-1.1,94.199,-37.5,0.883,4963.6,1
24608,50,technician,married,basic.9y,no,yes,no,telephone,nov,mon,55,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
29150,37,services,married,high.school,no,yes,no,cellular,apr,fri,317,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
12626,51,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,mon,293,7,999,0,1.4,93.918,-42.7,4.96,5228.1,0
25693,29,services,single,high.school,no,yes,no,cellular,nov,wed,402,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0
8617,40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449,6,999,0,1.4,94.465,-41.8,4.864,5228.1,1
1135,54,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,505,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0
20619,30,technician,married,professional.course,no,no,yes,cellular,aug,wed,100,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
27893,28,admin.,single,university.degree,no,no,no,cellular,mar,wed,506,2,999,0,-1.8,92.843,-50.0,1.548,5099.1,1
31018,37,technician,married,university.degree,no,yes,no,cellular,may,tue,370,3,999,0,-1.8,92.893,-46.2,1.344,5099.1,0
23160,48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,1000,3,999,0,1.4,93.444,-36.1,4.965,5228.1,1
3219,39,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,651,23,999,0,1.1,93.994,-36.4,4.86,5191.0,1
9200,26,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,168,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0
11578,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,553,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0
32107,32,technician,divorced,professional.course,no,no,yes,cellular,may,fri,168,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0
39957,53,management,divorced,university.degree,no,no,no,cellular,jun,mon,345,1,999,0,-1.7,94.055,-39.8,0.754,4991.6,1
39809,31,services,married,high.school,no,no,yes,telephone,jun,fri,35,1,999,0,-1.7,94.055,-39.8,0.707,4991.6,0
37425,66,retired,unknown,basic.9y,no,yes,no,cellular,aug,wed,810,3,999,2,-2.9,92.201,-31.4,0.879,5076.2,1
19176,34,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,1227,2,999,0,1.4,93.444,-36.1,4.968,5228.1,1
33921,34,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,137,1,999,1,-1.8,92.893,-46.2,1.281,5099.1,0
40402,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,1
26376,32,admin.,married,professional.course,no,yes,no,cellular,nov,thu,88,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
16711,36,services,divorced,high.school,no,no,no,cellular,jul,wed,532,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1
35979,54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,may,mon,352,3,999,1,-1.8,92.893,-46.2,1.264,5099.1,1
781,30,services,married,high.school,unknown,yes,no,telephone,may,wed,502,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
39169,34,technician,single,university.degree,no,no,no,cellular,mar,thu,251,1,999,2,-1.8,93.369,-34.8,0.654,5008.7,1
32534,36,services,married,high.school,unknown,no,no,cellular,may,fri,311,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0
29588,26,admin.,single,high.school,no,no,no,telephone,apr,mon,216,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
12425,31,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1
834,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,142,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0
37952,76,management,married,unknown,no,no,no,cellular,sep,fri,879,1,999,0,-3.4,92.379,-29.8,0.803,5017.5,1
10832,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,350,7,999,0,1.4,94.465,-41.8,4.962,5228.1,0
34964,35,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,13,9,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
22552,29,admin.,married,university.degree,no,no,no,cellular,aug,fri,604,3,999,0,1.4,93.444,-36.1,4.964,5228.1,1
7920,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,481,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0
35377,29,admin.,married,high.school,no,yes,no,cellular,may,fri,1871,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
31648,32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1046,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
39213,49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,301,1,3,1,-1.8,93.369,-34.8,0.652,5008.7,1
31814,40,services,married,high.school,unknown,no,no,cellular,may,thu,67,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,0
11640,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,652,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0
36457,25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,179,2,3,1,-2.9,92.963,-40.8,1.262,5076.2,1
29097,38,technician,married,professional.course,unknown,no,no,cellular,apr,fri,1624,1,999,2,-1.8,93.075,-47.1,1.405,5099.1,1
31665,28,technician,single,high.school,no,yes,yes,cellular,may,thu,609,1,11,1,-1.8,92.893,-46.2,1.327,5099.1,1
35316,51,admin.,married,high.school,no,yes,yes,cellular,may,fri,1002,4,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
20475,41,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,121,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0
27304,48,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,fri,456,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,0
39574,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268,1,3,3,-1.8,93.876,-40.0,0.668,5008.7,1
643,54,retired,married,high.school,unknown,yes,no,telephone,may,tue,412,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
19735,51,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,218,6,999,0,1.4,93.444,-36.1,4.968,5228.1,0
3866,47,technician,married,professional.course,unknown,no,no,telephone,may,fri,261,6,999,0,1.1,93.994,-36.4,4.859,5191.0,0
35258,32,technician,single,professional.course,no,yes,no,cellular,may,fri,152,5,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
157,51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,243,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
933,35,admin.,married,high.school,no,yes,no,telephone,may,wed,157,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0
25301,38,self-employed,married,professional.course,no,no,no,cellular,nov,tue,1788,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,1
40588,38,technician,married,university.degree,no,yes,no,telephone,sep,thu,173,1,999,3,-1.1,94.199,-37.5,0.884,4963.6,0
